Time,Latitude,Longitude,Depth,Magnitude,Magnitude_type
2013-06-06T14:42:37.020000Z,38.0267,34.5498,10.0,1.9,ML
2013-06-07T23:17:25.190000Z,37.5528,35.6838,7.1,1.8,ML
2013-06-07T23:22:17.380000Z,37.5487,35.6788,5.4,1.5,ML
2013-06-09T16:29:20.920000Z,38.7118,35.6227,5.3,1.9,ML
2013-06-10T07:01:13.910000Z,37.5508,35.6978,5.4,2.0,ML
2013-06-10T12:34:16.300000Z,38.6332,35.7868,4.2,2.2,ML
2013-06-10T13:44:21.420000Z,38.7138,34.7795,5.0,2.2,ML
2013-06-11T15:58:18.900000Z,37.0725,34.6717,8.1,2.7,ML
2013-06-12T15:57:12.710000Z,37.4372,34.1723,9.4,1.8,ML
2013-06-12T16:01:05.400000Z,37.1695,34.767,9.8,1.8,ML
2013-06-13T08:55:33.540000Z,38.6863,35.8425,8.2,1.6,ML
2013-06-13T14:08:36.400000Z,38.6007,35.6977,7.0,2.1,ML
2013-06-13T15:52:00.100000Z,38.7343,35.7327,6.6,2.0,ML
2013-06-14T06:57:09.570000Z,37.0027,35.3938,14.9,1.8,ML
2013-06-14T08:07:24.450000Z,38.4622,34.2708,5.0,2.0,ML
2013-06-14T08:44:15.860000Z,37.3608,34.7328,6.4,2.0,ML
2013-06-14T14:31:49.120000Z,37.1572,34.7862,4.9,1.8,ML
2013-06-15T10:29:09.490000Z,37.1793,34.6042,4.5,2.3,ML
2013-06-17T10:58:33.500000Z,37.925,35.5613,15.9,2.1,ML
2013-06-17T12:57:23.810000Z,37.6147,35.5258,7.2,2.1,ML
2013-06-17T14:40:34.080000Z,38.701,34.8128,3.0,2.1,ML
2013-06-19T11:30:56.820000Z,38.0243,34.8993,5.5,2.3,ML
2013-06-24T15:26:47.090000Z,37.477,34.8265,7.2,1.8,ML
2013-06-24T15:48:17.210000Z,38.9873,34.5198,20.7,2.0,ML
2013-06-25T09:57:52.160000Z,37.4755,35.9543,23.1,2.1,ML
2013-06-25T14:08:41.420000Z,38.8515,34.1318,5.4,2.4,ML
2013-06-25T15:24:13.130000Z,38.862,34.0765,3.0,1.9,ML
2013-06-25T15:37:48.900000Z,38.8668,34.1332,7.7,2.6,ML
2013-06-25T17:38:57.540000Z,38.8713,34.123,9.3,2.0,ML
2013-06-26T06:37:23.860000Z,38.8438,34.6765,5.0,2.1,ML
2013-06-26T06:38:41.080000Z,38.6892,34.7628,9.2,2.2,ML
2013-06-26T07:54:35.910000Z,37.3355,35.3672,9.7,2.4,ML
2013-07-02T02:17:05.930000Z,38.8497,34.0978,11.9,2.2,ML
2013-07-03T12:57:19.620000Z,37.212,34.5862,9.9,2.2,ML
2013-07-03T14:52:31.070000Z,38.6715,35.7788,2.8,2.2,ML
2013-07-04T10:01:54.340000Z,38.0148,34.7827,11.4,2.1,ML
2013-07-06T16:56:14.870000Z,37.0473,35.5938,22.9,2.3,ML
2013-07-07T00:20:41.840000Z,37.325,35.8952,5.0,2.3,ML
2013-07-07T00:46:51.240000Z,37.33,35.9375,2.8,2.4,ML
2013-07-07T16:28:35.200000Z,37.039,35.5375,2.6,1.6,ML
2013-07-08T07:36:12.880000Z,37.2983,35.9358,13.3,2.2,ML
2013-07-08T14:50:32.510000Z,37.6503,34.7648,7.0,2.2,ML
2013-07-11T04:13:26.440000Z,38.6945,33.6913,4.4,1.7,ML
2013-07-12T09:20:03.960000Z,38.584,33.0503,3.4,1.5,ML
2013-07-13T12:39:24.710000Z,37.5988,35.709,5.0,2.7,ML
2013-07-13T15:35:29.550000Z,38.7557,34.0073,8.8,2.0,ML
2013-07-15T13:31:26.420000Z,37.2093,34.7267,4.9,2.0,ML
2013-07-16T16:19:11.770000Z,37.1602,34.6315,3.8,2.4,ML
2013-07-20T03:22:39.790000Z,37.4695,35.3367,14.4,2.1,ML
2013-07-23T04:37:05.600000Z,38.3827,33.3983,14.0,1.8,ML
2013-07-24T03:41:18.300000Z,37.8032,35.8913,5.0,3.1,ML
2013-07-24T06:04:39.130000Z,37.0892,35.9982,8.1,2.7,ML
2013-07-24T11:36:18.310000Z,37.1565,35.7472,17.5,2.2,ML
2013-07-24T23:16:34.540000Z,37.7965,35.8297,7.2,1.7,ML
2013-07-25T16:59:52.350000Z,38.9773,33.7073,5.0,1.5,ML
2013-07-27T12:09:21.680000Z,38.6745,35.7735,5.9,2.4,ML
2013-08-01T12:24:01.370000Z,37.9338,33.9687,5.0,2.0,ML
2013-08-01T16:04:38.150000Z,38.2238,35.8683,5.0,2.1,ML
2013-08-02T09:20:27.040000Z,37.201,34.752,3.8,1.9,ML
2013-08-03T14:52:36.000000Z,37.426,33.3053,5.5,1.9,ML
2013-08-05T12:41:16.720000Z,37.1358,34.627,6.5,2.8,ML
2013-08-07T04:47:37.550000Z,37.036,35.4773,21.1,2.1,ML
2013-08-09T03:49:57.200000Z,38.2188,35.5578,5.0,1.9,ML
2013-08-09T18:57:16.390000Z,37.5352,35.8398,4.8,1.6,ML
2013-08-10T11:56:12.780000Z,38.3732,33.4067,1.0,2.8,ML
2013-08-10T13:38:32.040000Z,38.3853,33.4583,9.9,1.7,ML
2013-08-11T02:19:19.690000Z,37.4753,35.8782,11.6,1.7,ML
2013-08-11T13:57:49.180000Z,37.7097,35.3477,1.2,2.0,ML
2013-08-12T00:34:59.430000Z,38.384,33.4088,22.5,1.7,ML
2013-08-12T04:54:25.380000Z,38.9953,35.8532,5.2,1.8,ML
2013-08-12T10:30:27.260000Z,38.3178,33.4453,7.4,1.9,ML
2013-08-13T20:11:22.360000Z,38.3548,33.3748,5.3,1.8,ML
2013-08-14T01:19:08.830000Z,38.346,33.4482,2.3,1.8,ML
2013-08-14T01:46:03.610000Z,38.3255,33.4232,9.0,1.6,ML
2013-08-14T09:13:51.010000Z,37.2518,34.6818,5.3,1.9,ML
2013-08-15T18:57:43.300000Z,38.3675,33.41,1.0,2.5,ML
2013-08-19T09:07:21.520000Z,37.184,34.7445,3.5,1.8,ML
2013-08-19T09:17:27.600000Z,37.0862,34.8525,3.5,1.9,ML
2013-08-21T15:04:21.720000Z,37.1698,34.6123,2.5,2.6,ML
2013-08-22T11:03:35.650000Z,38.307,34.0182,9.6,1.9,ML
2013-08-23T13:41:06.000000Z,37.4237,35.061,10.3,2.0,ML
2013-08-24T22:18:54.000000Z,37.469,35.204,9.0,2.9,ML
2013-08-25T07:50:39.160000Z,37.161,35.9697,23.1,2.8,ML
2013-08-25T13:19:53.050000Z,37.491,35.056,8.8,2.6,ML
2013-08-26T05:37:12.980000Z,38.3712,33.4353,8.3,2.4,ML
2013-08-26T22:06:33.420000Z,38.3917,33.4248,11.2,1.7,ML
2013-08-27T15:14:41.910000Z,38.7345,34.0443,14.0,2.1,ML
2013-08-28T04:06:30.370000Z,38.4465,33.9287,7.3,1.8,ML
2013-08-29T17:54:28.230000Z,38.675,33.62,12.8,1.6,ML
2013-08-30T11:51:39.120000Z,38.3228,33.9748,4.6,1.9,ML
2013-08-30T16:02:42.130000Z,38.6547,35.7342,9.9,2.1,ML
2013-08-31T14:47:33.900000Z,37.1195,33.304,5.0,1.8,ML
2013-09-06T10:00:28.790000Z,37.2082,34.734,5.3,1.7,ML
2013-09-07T15:13:06.300000Z,37.2785,34.6597,8.2,2.4,ML
2013-09-09T18:40:16.650000Z,37.0372,35.5738,18.7,2.3,ML
2013-09-10T11:35:09.520000Z,38.3305,34.0115,9.5,2.1,ML
2013-09-12T03:09:22.150000Z,38.5833,33.7443,5.3,1.8,ML
2013-09-13T08:39:23.390000Z,37.0178,34.9615,3.2,1.8,ML
2013-09-13T13:31:11.140000Z,37.0525,34.9043,19.4,1.7,ML
2013-09-18T15:18:21.460000Z,37.0767,35.847,16.2,2.1,ML
2013-09-19T10:33:53.470000Z,37.1557,34.5835,13.3,2.0,ML
2013-09-19T15:08:37.470000Z,38.0287,34.8937,2.0,2.3,ML
2013-09-20T14:40:53.350000Z,37.1827,34.7618,8.0,1.7,ML
2013-09-21T15:00:29.820000Z,37.3592,34.4368,8.8,2.0,ML
2013-09-22T00:45:04.000000Z,37.0587,35.8322,22.1,2.6,ML
2013-09-22T06:02:31.360000Z,37.031,35.5987,17.9,1.9,ML
2013-09-25T03:39:02.430000Z,37.581,34.8708,5.2,2.4,ML
2013-09-29T15:55:09.780000Z,37.6478,33.4665,3.2,2.3,ML
2013-09-30T16:42:47.690000Z,37.5167,35.8503,8.8,2.0,ML
2013-10-01T11:34:11.460000Z,38.5177,35.8805,5.0,2.4,ML
2013-10-02T00:38:08.460000Z,37.092,35.9965,20.4,2.0,ML
2013-10-03T13:05:47.870000Z,37.2532,35.6133,2.3,2.7,ML
2013-10-04T10:49:21.950000Z,38.9215,33.7138,5.5,2.1,ML
2013-10-05T21:31:34.530000Z,37.018,33.1527,10.0,3.3,ML
2013-10-05T21:58:12.760000Z,37.0238,35.5192,6.8,2.1,ML
2013-10-07T14:48:07.950000Z,38.6612,35.753,9.2,2.1,ML
2013-10-07T15:35:39.780000Z,38.626,35.7017,9.0,2.0,ML
2013-10-08T15:15:05.540000Z,38.7125,35.673,1.8,1.9,ML
2013-10-09T11:25:37.770000Z,38.9265,33.6775,15.6,1.7,ML
2013-10-10T07:59:12.140000Z,38.2075,34.1847,5.7,2.3,ML
2013-10-11T12:09:13.790000Z,37.179,34.5933,5.0,2.6,ML
2013-10-11T13:12:47.000000Z,38.9688,35.7787,6.1,2.2,ML
2013-10-12T12:39:23.120000Z,38.723,33.9713,7.9,1.9,ML
2013-10-17T00:40:04.380000Z,37.1067,34.5285,13.7,1.5,ML
2013-10-17T13:27:40.650000Z,37.5082,34.3733,5.0,2.1,ML
2013-10-21T12:29:41.470000Z,37.0577,33.374,26.9,1.8,ML
2013-10-24T11:44:07.680000Z,37.9092,34.6217,5.0,2.3,ML
2013-10-25T09:29:39.090000Z,38.8292,35.9293,5.0,1.7,ML
2013-10-25T14:25:14.450000Z,37.1838,34.7652,6.0,2.0,ML
2013-10-25T17:40:57.740000Z,37.1783,35.4613,5.0,1.8,ML
2013-10-27T07:19:02.160000Z,38.6217,35.0758,7.5,2.0,ML
2013-10-30T15:34:42.210000Z,37.6652,34.7315,5.3,2.0,ML
2013-10-31T02:38:16.350000Z,37.6305,35.0323,8.0,2.2,ML
2013-10-31T10:53:59.760000Z,37.1417,34.6448,5.0,2.3,ML
2013-11-01T01:27:18.910000Z,38.1315,35.2067,5.0,3.5,ML
2013-11-01T03:55:11.170000Z,37.2758,34.4087,5.4,2.2,ML
2013-11-01T10:18:02.750000Z,38.6462,35.6657,9.9,2.2,ML
2013-11-02T10:40:33.310000Z,38.9743,35.7987,5.0,2.1,ML
2013-11-02T23:02:35.890000Z,38.9998,35.8362,5.0,1.6,ML
2013-11-04T12:47:56.320000Z,38.9237,33.7127,7.7,2.0,ML
2013-11-05T12:48:59.770000Z,37.1893,33.241,9.7,2.0,ML
2013-11-06T01:08:06.840000Z,37.2112,35.9775,20.4,2.4,ML
2013-11-06T05:13:23.740000Z,37.153,35.9442,5.5,2.4,ML
2013-11-10T02:31:20.990000Z,37.1168,35.9372,21.9,1.8,ML
2013-11-13T13:58:54.540000Z,38.2985,34.1155,4.8,2.2,ML
2013-11-14T10:31:52.100000Z,37.153,34.6105,5.0,2.6,ML
2013-11-15T12:23:01.740000Z,38.8245,33.525,4.0,2.0,ML
2013-11-15T15:55:42.840000Z,38.6803,35.7078,4.8,1.9,ML
2013-11-16T03:22:53.230000Z,38.998,33.8845,11.1,1.9,ML
2013-11-16T13:04:58.820000Z,38.7718,33.9623,7.3,2.0,ML
2013-11-16T14:01:14.700000Z,38.8887,34.9988,4.5,2.3,ML
2013-11-16T22:08:00.570000Z,37.0357,35.5532,9.5,1.8,ML
2013-11-19T09:07:51.280000Z,37.3855,35.5713,9.5,2.0,ML
2013-11-19T09:15:20.450000Z,37.4632,35.5925,8.2,2.7,ML
2013-11-19T13:33:15.560000Z,37.954,34.7547,5.0,2.3,ML
2013-11-19T18:27:07.600000Z,37.6778,35.3315,5.0,1.7,ML
2013-11-21T12:53:57.240000Z,38.0935,33.0005,22.6,1.7,ML
2013-11-21T18:30:36.990000Z,37.3038,34.3338,7.4,2.1,ML
2013-11-22T20:22:41.670000Z,37.0178,35.5703,20.9,2.1,ML
2013-11-23T04:39:10.190000Z,37.8138,33.643,5.0,1.9,ML
2013-11-23T04:42:22.810000Z,37.8293,33.6067,3.1,2.1,ML
2013-11-25T07:09:17.460000Z,37.0463,35.6935,18.5,2.5,ML
2013-11-25T09:28:33.900000Z,37.0207,34.98,5.0,1.8,ML
2013-11-25T12:03:06.810000Z,38.9933,35.8488,1.3,1.7,ML
2013-11-25T14:33:58.700000Z,37.2247,34.7817,7.5,1.9,ML
2013-11-26T10:30:13.530000Z,37.6487,34.7355,2.3,2.3,ML
2013-11-28T02:24:50.920000Z,37.4535,35.8768,9.8,2.8,ML
2013-11-29T13:50:29.970000Z,37.0625,34.7102,2.0,2.9,ML
2013-11-30T11:22:34.120000Z,37.2142,35.714,6.6,2.4,ML
2013-11-30T13:44:11.920000Z,37.1017,34.8635,8.9,1.8,ML
2013-11-30T14:42:43.990000Z,37.136,35.1328,6.3,2.6,ML
2013-12-02T02:36:16.270000Z,37.1028,35.1497,8.7,2.1,ML
2013-12-03T13:30:25.110000Z,37.1195,34.6623,2.1,2.8,ML
2013-12-04T09:32:38.740000Z,37.6537,35.4057,22.9,2.0,ML
2013-12-04T10:15:03.030000Z,38.0035,34.894,5.0,2.4,ML
2013-12-05T12:48:43.980000Z,38.6407,35.7532,5.0,2.0,ML
2013-12-05T13:04:32.380000Z,38.4502,34.094,5.0,1.8,ML
2013-12-06T09:38:50.370000Z,38.8388,35.0987,7.3,2.2,ML
2013-12-06T09:53:26.830000Z,37.0403,34.9357,10.7,1.5,ML
2013-12-06T12:34:30.420000Z,38.472,35.0978,8.8,2.2,ML
2013-12-07T20:33:33.680000Z,37.704,33.445,5.4,2.6,ML
2013-12-07T20:39:58.500000Z,37.754,33.4042,20.6,2.0,ML
2013-12-10T02:52:18.590000Z,37.1537,35.8117,8.3,1.7,ML
2013-12-10T03:34:03.210000Z,37.2572,35.8167,21.7,1.7,ML
2013-12-10T13:27:03.020000Z,38.6355,35.8003,1.9,1.8,ML
2013-12-10T16:41:26.390000Z,37.8385,35.0097,7.5,2.2,ML
2013-12-11T01:20:43.180000Z,37.675,35.9018,5.4,1.8,ML
2013-12-11T11:01:05.360000Z,38.4683,34.1413,7.3,1.9,ML
2013-12-11T20:52:39.720000Z,38.1237,34.8373,5.2,2.6,ML
2013-12-12T13:20:39.000000Z,37.6353,35.4053,10.3,1.9,ML
2013-12-13T11:02:08.400000Z,37.3407,35.1187,3.3,2.4,ML
2013-12-13T12:36:51.060000Z,38.985,35.8208,3.6,2.0,ML
2013-12-14T02:44:48.580000Z,38.794,33.5653,8.4,1.7,ML
2013-12-16T14:35:07.990000Z,37.4797,33.3673,13.8,1.7,ML
2013-12-17T12:47:18.240000Z,38.6793,35.6795,5.0,1.8,ML
2013-12-17T13:49:12.630000Z,37.6605,35.4828,3.1,2.1,ML
2013-12-17T20:28:55.120000Z,37.2178,35.9795,10.4,2.1,ML
2013-12-18T12:07:19.920000Z,38.3083,34.057,8.8,2.2,ML
2013-12-18T14:42:41.500000Z,37.6678,35.4455,23.5,1.6,ML
2013-12-20T14:05:09.920000Z,37.0375,34.916,14.6,1.8,ML
2013-12-21T07:57:21.170000Z,37.5925,35.4968,6.8,1.9,ML
2013-12-21T14:46:13.800000Z,38.7442,34.0105,10.3,2.1,ML
2013-12-22T12:45:44.070000Z,38.4562,35.1447,9.1,1.7,ML
2013-12-22T14:38:12.650000Z,37.701,35.4212,22.0,1.5,ML
2013-12-24T10:02:35.080000Z,37.208,35.9763,23.6,1.8,ML
2013-12-24T13:29:21.140000Z,38.022,34.6338,4.5,1.9,ML
2013-12-25T08:18:39.160000Z,37.525,35.6722,5.0,2.1,ML
2013-12-25T13:24:50.300000Z,37.0807,34.6875,5.0,2.7,ML
2013-12-26T09:00:15.110000Z,38.9132,33.6547,6.7,2.2,ML
2013-12-27T12:17:55.330000Z,37.6262,35.4088,22.6,1.8,ML
2013-12-27T13:35:38.170000Z,38.6447,35.9167,16.9,1.7,ML
2013-12-28T18:36:57.590000Z,37.515,35.5167,5.5,2.3,ML
2013-12-29T14:46:19.190000Z,37.6897,35.435,10.6,1.8,ML
2013-12-30T04:13:30.600000Z,38.7295,33.5202,16.8,1.5,ML
2013-12-30T05:44:17.220000Z,37.1637,34.572,14.2,2.0,ML
2013-12-31T11:47:32.400000Z,37.338,35.064,6.2,2.3,ML
2014-01-01T09:31:42.790000Z,37.0968,34.8173,7.8,1.7,ML
2014-01-03T09:34:12.570000Z,38.5747,33.0217,8.7,1.7,ML
2014-01-05T14:54:58.670000Z,37.6997,35.4402,13.4,1.6,ML
2014-01-06T13:42:18.170000Z,37.6152,35.4632,6.7,1.8,ML
2014-01-07T13:16:29.970000Z,37.1233,34.6358,6.6,2.5,ML
2014-01-07T21:53:56.180000Z,38.7102,33.3383,15.9,1.5,ML
2014-01-09T05:08:32.960000Z,37.9522,35.1313,5.1,2.4,ML
2014-01-09T14:47:41.280000Z,37.7652,35.4527,5.2,1.9,ML
2014-01-11T14:43:32.980000Z,38.963,33.7067,2.6,1.7,ML
2014-01-12T05:55:37.050000Z,38.0707,35.1898,5.4,2.1,ML
2014-01-14T14:54:35.280000Z,37.6925,35.4325,15.8,1.5,ML
2014-01-15T12:47:20.290000Z,38.9885,33.6502,3.1,2.0,ML
2014-01-17T12:37:08.380000Z,38.9543,33.7005,1.4,1.7,ML
2014-01-18T05:54:50.960000Z,37.5225,35.6587,1.0,1.7,ML
2014-01-20T11:18:51.740000Z,37.2417,35.8502,26.0,2.2,ML
2014-01-20T15:01:30.520000Z,37.1118,34.6455,9.5,2.1,ML
2014-01-22T11:30:57.540000Z,37.0968,34.6698,4.0,2.3,ML
2014-01-23T16:40:16.090000Z,37.3883,35.4232,5.1,1.5,ML
2014-01-24T13:54:54.650000Z,37.1018,34.6858,5.0,2.8,ML
2014-01-25T15:38:14.100000Z,38.162,35.3962,21.6,1.7,ML
2014-01-26T02:52:50.150000Z,37.0677,35.7158,20.5,1.6,ML
2014-01-26T04:09:37.450000Z,37.1068,35.7232,14.4,1.5,ML
2014-01-27T17:24:53.810000Z,37.0272,35.5418,20.1,2.4,ML
2014-01-30T13:43:24.530000Z,37.6023,35.4415,4.4,1.7,ML
2014-02-01T13:46:14.540000Z,37.7497,35.517,18.3,1.6,ML
2014-02-02T17:44:24.550000Z,38.8193,34.0065,9.5,2.2,ML
2014-02-04T10:12:15.980000Z,38.6378,35.7933,7.1,1.7,ML
2014-02-05T10:44:22.630000Z,38.4885,35.1128,8.1,1.8,ML
2014-02-05T14:40:17.590000Z,37.8003,33.5772,14.1,1.7,ML
2014-02-05T14:51:01.400000Z,37.0997,35.7403,14.4,2.0,ML
2014-02-05T16:00:44.020000Z,37.0408,35.5322,11.3,2.0,ML
2014-02-05T18:57:05.990000Z,37.1075,35.7643,21.7,1.7,ML
2014-02-07T11:57:55.630000Z,38.1252,34.278,5.0,2.2,ML
2014-02-07T13:17:22.030000Z,37.5678,35.4137,23.2,1.6,ML
2014-02-07T13:54:45.770000Z,37.6593,35.4905,3.0,2.0,ML
2014-02-09T07:47:39.280000Z,37.7503,35.2522,10.6,1.7,ML
2014-02-09T09:49:22.170000Z,37.6247,35.4333,6.9,1.8,ML
2014-02-10T13:31:35.020000Z,38.9655,35.0913,5.8,2.0,ML
2014-02-11T08:21:28.220000Z,38.2922,34.0708,5.8,2.1,ML
2014-02-12T15:46:05.840000Z,37.1672,33.3315,3.4,1.8,ML
2014-02-13T14:15:25.970000Z,38.9072,34.9948,9.6,2.1,ML
2014-02-13T21:50:03.130000Z,37.6055,35.9395,15.6,2.1,ML
2014-02-15T13:46:41.430000Z,37.662,35.4753,4.2,1.9,ML
2014-02-18T13:45:40.080000Z,37.0843,34.6883,1.7,2.8,ML
2014-02-19T13:10:11.900000Z,37.6408,35.4098,17.0,1.7,ML
2014-02-19T13:39:23.850000Z,37.156,34.6982,6.3,1.6,ML
2014-02-21T08:51:55.000000Z,38.5047,33.9017,5.4,1.9,ML
2014-02-21T12:31:13.040000Z,38.9453,34.9445,6.2,1.9,ML
2014-02-21T16:27:28.440000Z,37.668,35.4327,5.3,1.8,ML
2014-02-21T19:58:51.490000Z,37.4325,35.8738,2.3,1.5,ML
2014-02-22T09:46:37.940000Z,37.6242,35.4162,13.5,1.5,ML
2014-02-22T10:13:35.240000Z,37.0945,34.6892,9.6,2.1,ML
2014-02-22T11:02:58.800000Z,38.4495,34.078,4.6,1.6,ML
2014-02-22T13:38:52.040000Z,37.6122,35.7387,4.9,1.5,ML
2014-02-22T14:49:34.790000Z,38.9202,33.7037,5.4,1.8,ML
2014-02-25T11:54:46.940000Z,37.4023,35.0418,5.0,2.2,ML
2014-02-26T22:50:38.460000Z,37.7465,35.1243,10.3,2.0,ML
2014-02-27T10:09:44.960000Z,38.6858,35.7353,5.0,1.9,ML
2014-02-27T10:27:02.700000Z,38.647,35.7565,5.0,2.0,ML
2014-03-01T10:42:17.170000Z,38.6395,35.7142,4.1,1.9,ML
2014-03-01T15:37:03.630000Z,38.677,33.3893,9.6,1.8,ML
2014-03-03T08:52:40.490000Z,37.797,35.8282,4.5,2.2,ML
2014-03-04T07:46:00.180000Z,37.1103,34.6675,6.7,2.4,ML
2014-03-05T16:00:58.250000Z,37.7517,35.8425,5.0,1.8,ML
2014-03-06T13:40:02.160000Z,37.7763,35.8378,5.4,2.9,ML
2014-03-07T01:29:21.440000Z,37.7783,35.8373,3.0,2.5,ML
2014-03-07T12:43:44.390000Z,38.6797,34.7177,1.8,1.8,ML
2014-03-07T14:19:11.010000Z,38.6548,35.7473,5.9,1.7,ML
2014-03-08T09:58:02.380000Z,37.782,35.8102,19.2,2.1,ML
2014-03-09T19:27:51.340000Z,37.661,33.421,7.3,1.9,ML
2014-03-11T20:12:52.180000Z,37.7962,35.7905,1.3,1.8,ML
2014-03-15T11:29:24.410000Z,37.0805,34.6868,5.0,2.4,ML
2014-03-17T10:07:59.910000Z,38.6577,35.7333,5.2,1.8,ML
2014-03-18T16:15:52.320000Z,38.684,35.7433,5.0,1.8,ML
2014-03-19T09:58:01.860000Z,38.9642,34.9623,5.0,1.8,ML
2014-03-19T12:20:08.010000Z,38.9657,34.9253,7.8,1.9,ML
2014-03-19T15:45:08.170000Z,37.0438,34.9463,15.3,1.5,ML
2014-03-20T16:39:32.490000Z,38.6447,35.7745,5.0,1.8,ML
2014-03-22T12:21:58.450000Z,37.1073,34.673,5.0,1.8,ML
2014-03-24T00:29:56.470000Z,37.8722,35.4092,10.8,2.0,ML
2014-03-24T08:04:12.120000Z,38.3192,34.0788,6.7,1.9,ML
2014-03-24T13:05:21.450000Z,37.0235,35.056,9.5,1.6,ML
2014-03-24T14:20:03.880000Z,38.6492,35.7627,5.0,2.1,ML
2014-03-31T13:42:40.800000Z,38.659,35.7505,1.1,2.0,ML
2014-04-02T10:13:49.110000Z,38.6415,35.7325,1.2,2.0,ML
2014-04-03T10:16:29.070000Z,38.9935,35.8535,2.4,2.1,ML
2014-04-05T06:04:49.880000Z,38.8432,33.5275,4.7,2.0,ML
2014-04-05T14:59:06.400000Z,37.1245,34.6417,2.5,1.9,ML
2014-04-07T06:40:57.010000Z,38.3242,34.177,15.7,2.0,ML
2014-04-07T10:56:11.670000Z,38.9528,34.7807,12.7,1.5,ML
2014-04-07T20:09:31.580000Z,38.7967,33.1362,5.0,2.2,ML
2014-04-09T04:13:07.070000Z,38.3392,33.369,11.5,2.4,ML
2014-04-09T14:09:25.680000Z,37.0942,34.671,5.0,2.0,ML
2014-04-09T23:22:34.270000Z,37.523,35.3697,8.3,1.8,ML
2014-04-12T09:20:23.240000Z,38.6535,35.725,2.2,2.1,ML
2014-04-12T22:08:34.580000Z,37.4022,35.8725,11.7,2.3,ML
2014-04-14T12:34:06.580000Z,37.5862,33.3725,9.2,2.3,ML
